Mes;Día;Provincia;Establecimiento;NICA;Total Vales;Total Entregados;Total Cancelados;Total Incidencias;Total Devoluciones
Noviembre;2;Sevilla;Farmacia Beato Blanco, Rosalía;'020339;1;0;1;0;0
Noviembre;2;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;3;2;1;0;0
Noviembre;2;Sevilla;Farmacia Muñoz Muñoz, Nuria;'040412;1;1;0;0;0
Noviembre;2;Sevilla;Farmacia Santiago Labrador Freire;'020138;4;1;3;0;0
Noviembre;2;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;1;0;0;0
Noviembre;2;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;4;2;2;0;0
Noviembre;2;Sevilla;Farmacia Aguilera Ibañez, Mª Luisa;'020321;1;1;0;0;0
Noviembre;2;Cadiz;Farmacia Agarrado Luna, José Antonio;'002192;1;1;0;0;0
Noviembre;2;Cadiz;Farmacia Vázquez Reyes, Luis Beltran;'002198;1;1;0;0;0
Noviembre;2;Granada;Farmacia Roman Merchán CB;'022869;5;1;4;0;0
Noviembre;2;Granada;Farmacia Garrido CB;'022978;1;1;0;0;0
Noviembre;2;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;2;0;2;0;0
Noviembre;2;Granada;Farmacia Moyano CB;'022934;2;2;0;0;0
Noviembre;2;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;2;2;0;0;0
Noviembre;2;Cordoba;"Farmacia Casaño Salido, Rafael; Casaño de Cuevas, Rafael";'018156;1;1;0;0;0
Noviembre;2;Cordoba;Farmacia Millán Gómez, Rafael;'005052;3;3;0;0;0
Noviembre;2;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;3;1;2;0;0
Noviembre;2;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;1;1;0;0;0
Noviembre;3;Cadiz;Farmacia Vacas Fernández, Manuel;'002351;2;2;0;0;0
Noviembre;3;Cadiz;Farmacia Mas Bernad, José Antonio;'002202;5;5;0;0;0
Noviembre;3;Cadiz;Farmacia Agarrado Luna, José Antonio;'002192;2;2;0;0;0
Noviembre;3;Cadiz;Farmacia Pérez López, Sandra;'041558;1;1;0;0;0
Noviembre;3;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;6;6;0;0;0
Noviembre;3;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;3;3;0;0;0
Noviembre;3;Sevilla;Farmacia Sánchez Martín, Sandra María;'020020;5;3;2;0;0
Noviembre;3;Sevilla;Farmacia Francisco Balsera Pérez;'020439;2;1;1;0;0
Noviembre;3;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;1;1;0;0;0
Noviembre;3;Sevilla;Farmacia Beato Blanco, Rosalía;'020339;1;1;0;0;0
Noviembre;3;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;1;1;0;0;0
Noviembre;3;Sevilla;Farmacia Manuel Rider Pérez;'020476;6;3;3;0;0
Noviembre;3;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;3;3;0;0;0
Noviembre;3;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;5;2;3;0;0
Noviembre;3;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;5;3;2;0;0
Noviembre;3;Sevilla;Farmacia Campo de las Beatas CB;'020372;3;3;0;0;0
Noviembre;3;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;4;3;1;0;0
Noviembre;3;Sevilla;Farmacia Muñoz Muñoz, Nuria;'040412;1;1;0;0;0
Noviembre;3;Sevilla;Farmacia Bernabeu Bou, Rocío;'019976;1;0;1;0;0
Noviembre;3;Sevilla;Farmacia Santa Aurelia CB;'019907;5;5;0;0;0
Noviembre;3;Sevilla;Farmacia Burgos 9 CB;'034243;4;4;0;0;0
Noviembre;3;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;2;0;2;0;0
Noviembre;3;Sevilla;Farmacia Santiago Labrador Freire;'020138;5;2;3;0;0
Noviembre;3;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;1;1;0;0;0
Noviembre;3;Sevilla;Farmacia Jaime Román Alvarado;'019811;6;5;1;0;0
Noviembre;3;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;4;3;1;0;0
Noviembre;3;Sevilla;Farmacia PICUPHARMA CB;'020577;1;1;0;0;0
Noviembre;3;Cordoba;Farmacia Millán Gómez, Rafael;'005052;3;3;0;0;0
Noviembre;3;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;4;3;1;0;0
Noviembre;3;Cordoba;"Farmacia Casaño Salido, Rafael; Casaño de Cuevas, Rafael";'018156;1;1;0;0;0
Noviembre;3;Granada;Farmacia Roman Merchán CB;'022869;4;0;4;0;0
Noviembre;3;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;5;3;2;0;0
Noviembre;3;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;3;2;1;0;0
Noviembre;3;Almeria;Farmacia Arenas Sánchez, Adela;'040764;1;0;1;0;0
Noviembre;3;Huelva;Farmacia Cabrera Villegas, Cristobal;'022514;1;0;1;0;0
Noviembre;4;Sevilla;Farmacia Sánchez Martín, Sandra María;'020020;5;5;0;0;0
Noviembre;4;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;1;1;0;0;0
Noviembre;4;Sevilla;Farmacia Santiago Labrador Freire;'020138;4;1;3;0;0
Noviembre;4;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;5;1;4;0;0
Noviembre;4;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;4;4;0;0;0
Noviembre;4;Sevilla;Farmacia Murillo Delgado, Francisco;'019856;2;0;2;0;0
Noviembre;4;Sevilla;Farmacia Relimpio Ortega, Fernando Pedro;'020434;1;1;0;0;0
Noviembre;4;Sevilla;Farmacia Campo de las Beatas CB;'020372;2;2;0;0;0
Noviembre;4;Sevilla;Farmacia Beato Blanco, Rosalía;'020339;1;1;0;0;0
Noviembre;4;Sevilla;Farmacia Fernández Rojo CB;'020363;1;1;0;0;0
Noviembre;4;Sevilla;FARMACIA OJEDA CASARES;'020209;1;1;0;0;0
Noviembre;4;Sevilla;Farmacia Manuel Rider Pérez;'020476;5;2;3;0;0
Noviembre;4;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;2;2;0;0;0
Noviembre;4;Sevilla;Farmacia La Botica Blanca CB;'020081;2;1;1;0;0
Noviembre;4;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;1;0;1;0;0
Noviembre;4;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;2;2;0;0;0
Noviembre;4;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Noviembre;4;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;0;1;0;0
Noviembre;4;Sevilla;Farmacia Santa Aurelia CB;'019907;2;2;0;0;0
Noviembre;4;Sevilla;Farmacia Fernández Tamayo, Julia;'020203;2;2;0;0;0
Noviembre;4;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Noviembre;4;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;2;2;0;0;0
Noviembre;4;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;5;2;3;0;0
Noviembre;4;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;5;5;0;0;0
Noviembre;4;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Noviembre;4;Sevilla;Farmacia González Ruíz, Consuelo;'020281;1;1;0;0;0
Noviembre;4;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;4;2;2;0;0
Noviembre;4;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;1;1;0;0;0
Noviembre;4;Sevilla;Farmacia Mira Caballos, Sebastián;'020240;4;2;2;0;0
Noviembre;4;Almeria;Farmacia Arenas Sánchez, Adela;'040764;1;1;0;0;0
Noviembre;4;Granada;Farmacia Roman Merchán CB;'022869;7;3;4;0;0
Noviembre;4;Granada;Farmacia Garrido CB;'022978;1;1;0;0;0
Noviembre;4;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;4;0;4;0;0
Noviembre;4;Cadiz;Farmacia Álvarez Ruiz, Encarnación;'002279;1;1;0;0;0
Noviembre;4;Cadiz;Farmacia Mas Bernad, José Antonio;'002202;1;1;0;0;0
Noviembre;4;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;1;1;0;0;0
Noviembre;4;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;4;4;0;0;0
Noviembre;5;Sevilla;Farmacia Gutiérrez Aranda, Mª Carmen;'019873;1;1;0;0;0
Noviembre;5;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;1;0;1;0;0
Noviembre;5;Sevilla;Farmacia Moya Flores, Marta;'020519;4;4;0;0;0
Noviembre;5;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;1;1;0;0;0
Noviembre;5;Sevilla;Farmacia La Botica Blanca CB;'020081;1;0;0;0;0
Noviembre;5;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;0;1;0;0
Noviembre;5;Sevilla;Farmacia Santa Aurelia CB;'019907;1;1;0;0;0
Noviembre;5;Sevilla;Farmacia Burgos 9 CB;'034243;3;3;0;0;0
Noviembre;5;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;0;1;0;0
Noviembre;5;Sevilla;Farmacia Manuel Rider Pérez;'020476;3;0;3;0;0
Noviembre;5;Sevilla;Farmacia Bernabeu Bou, Rocío;'019976;1;1;0;0;0
Noviembre;5;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;1;0;0;0
Noviembre;5;Sevilla;Farmacia Mira Caballos, Sebastián;'020240;1;1;0;0;0
Noviembre;5;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;7;1;6;0;0
Noviembre;5;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;2;0;2;0;0
Noviembre;5;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;1;1;0;0;0
Noviembre;5;Granada;Farmacia Roman Merchán CB;'022869;2;0;2;0;0
Noviembre;5;Granada;Farmacia Rodriguez Gallego, Mónica del Carmen;'022935;1;1;0;0;0
Noviembre;5;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;1;0;0;0
Noviembre;6;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;4;0;4;0;0
Noviembre;6;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Noviembre;6;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;2;0;2;0;0
Noviembre;6;Sevilla;Farmacia Burgos 9 CB;'034243;2;0;2;0;0
Noviembre;6;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;4;0;4;0;0
Noviembre;6;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;3;0;3;0;0
Noviembre;7;Cadiz;Farmacia Álvarez Ruiz, Encarnación;'002279;4;4;0;0;0
Noviembre;7;Cadiz;Farmacia Mas Bernad, José Antonio;'002202;1;1;0;0;0
Noviembre;7;Cadiz;Farmacia Marín Magán, Francisco José;'002421;1;1;0;0;0
Noviembre;7;Cadiz;Farmacia Ameneiro Busto, Enrique;'020777;2;2;0;0;0
Noviembre;7;Cadiz;Farmacia Vacas Fernández, Manuel;'002351;3;3;0;0;0
Noviembre;7;Cadiz;Farmacia López Hurtado, Francisco Tomás;'002407;3;1;2;0;0
Noviembre;7;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;7;3;0;0;0
Noviembre;7;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;3;1;1;0;0
Noviembre;7;Sevilla;Farmacia Francisco Balsera Pérez;'020439;5;3;2;0;0
Noviembre;7;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;4;4;0;0;0
Noviembre;7;Sevilla;Farmacia Menayo Mena, Federico;'020270;2;2;0;0;0
Noviembre;7;Sevilla;Farmacia Gutiérrez Aranda, Mª Carmen;'019873;1;1;0;0;0
Noviembre;7;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;2;2;0;0;0
Noviembre;7;Sevilla;Farmacia Sánchez Martín, Sandra María;'020020;7;6;1;0;0
Noviembre;7;Sevilla;Farmacia Manuel Rider Pérez;'020476;7;4;3;0;0
Noviembre;7;Sevilla;Farmacia Murillo Delgado, Francisco;'019856;4;2;2;0;0
Noviembre;7;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;4;3;1;0;0
Noviembre;7;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;1;0;1;0;0
Noviembre;7;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Noviembre;7;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;6;0;6;0;0
Noviembre;7;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;4;0;4;0;0
Noviembre;7;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Noviembre;7;Sevilla;Farmacia Moya Flores, Marta;'020519;1;0;0;0;0
Noviembre;7;Sevilla;Farmacia Campo de las Beatas CB;'020372;5;4;1;0;0
Noviembre;7;Sevilla;Farmacia Cerezuela Rodríguez, Mª Reyes;'034219;2;2;0;0;0
Noviembre;7;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;3;3;0;0;0
Noviembre;7;Sevilla;FARMACIA OJEDA CASARES;'020209;1;1;0;0;0
Noviembre;7;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Noviembre;7;Sevilla;Farmacia Burgos 9 CB;'034243;6;3;3;0;0
Noviembre;7;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;2;1;1;0;0
Noviembre;7;Sevilla;Farmacia Santiago Labrador Freire;'020138;6;3;3;0;0
Noviembre;7;Sevilla;Farmacia Beato Blanco, Rosalía;'020339;3;3;0;0;0
Noviembre;7;Sevilla;Farmacia Aguilera Ibañez, Mª Luisa;'020321;3;2;1;0;0
Noviembre;7;Granada;Farmacia Roman Merchán CB;'022869;4;0;4;0;0
Noviembre;7;Granada;Farmacia López y Revilla CB;'022961;1;1;0;0;0
Noviembre;7;Granada;Farmacia Garrido CB;'022978;1;0;1;0;0
Noviembre;7;Granada;Farmacia Moyano CB;'022934;2;2;0;0;0
Noviembre;7;Granada;Farmacia González López, Eladio;'022649;5;3;2;0;0
Noviembre;7;Granada;Farmacia Ballesteros de la Puerta, Aurelio;'022803;3;0;2;0;0
Noviembre;7;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;3;0;3;0;0
Noviembre;7;Granada;Farmacia Rodriguez Gallego, Mónica del Carmen;'022935;1;0;1;0;0
Noviembre;7;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;4;2;2;0;0
Noviembre;7;Cordoba;"Farmacia Casaño Salido, Rafael; Casaño de Cuevas, Rafael";'018156;2;2;0;0;0
Noviembre;7;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;1;1;0;0;0
Noviembre;7;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;0;1;0;0
Noviembre;7;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Campo de las Beatas CB;'020372;1;0;1;0;0
Noviembre;8;Sevilla;Farmacia Gutiérrez Aranda, Mª Carmen;'019873;3;3;0;0;0
Noviembre;8;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;5;2;3;0;0
Noviembre;8;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Mira Caballos, Sebastián;'020240;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;4;4;0;0;0
Noviembre;8;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;2;2;0;0;0
Noviembre;8;Sevilla;Farmacia Bernabeu Bou, Rocío;'019976;2;1;1;0;0
Noviembre;8;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Beato Blanco, Rosalía;'020339;3;2;1;0;0
Noviembre;8;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;2;1;1;0;0
Noviembre;8;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;3;1;2;0;0
Noviembre;8;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Menayo Mena, Federico;'020270;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Relimpio Ortega, Fernando Pedro;'020434;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;2;0;0;0
Noviembre;8;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Noviembre;8;Sevilla;Farmacia Franco Madera, Joaquín Manuel;'019915;2;2;0;0;0
Noviembre;8;Sevilla;Farmacia Manuel Rider Pérez;'020476;7;1;6;0;0
Noviembre;8;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Noviembre;8;Sevilla;Farmacia PICUPHARMA CB;'020577;4;4;0;0;0
Noviembre;8;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;6;1;5;0;0
Noviembre;8;Sevilla;Farmacia Burgos 9 CB;'034243;8;1;7;0;0
Noviembre;8;Sevilla;Farmacia Muñoz Muñoz, Nuria;'040412;1;1;0;0;0
Noviembre;8;Sevilla;FARMACIA MARTÍN ALFARO;'020438;6;4;0;0;0
Noviembre;8;Sevilla;Farmacia Sánchez Martín, Sandra María;'020020;2;1;1;0;0
Noviembre;8;Sevilla;Farmacia González Ruíz, Consuelo;'020281;3;2;1;0;0
Noviembre;8;Sevilla;Farmacia Carvajal CB;'020328;2;1;1;0;0
Noviembre;8;Sevilla;Farmacia Murillo Delgado, Francisco;'019856;3;0;3;0;0
Noviembre;8;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;6;4;2;0;0
Noviembre;8;Sevilla;Farmacia Santiago Labrador Freire;'020138;5;2;3;0;0
Noviembre;8;Sevilla;Farmacia Martinez Sarmiento, Diego;'020463;1;1;0;0;0
Noviembre;8;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;4;3;1;0;0
Noviembre;8;Sevilla;Farmacia Troncoso López, Pablo;'020222;1;1;0;0;0
Noviembre;8;Cadiz;Farmacia Rodriguez Alario, Pedro;'019173;2;2;0;0;0
Noviembre;8;Cadiz;Farmacia Agarrado Luna, José Antonio;'002192;1;1;0;0;0
Noviembre;8;Cadiz;Farmacia Vacas Fernández, Manuel;'002351;2;2;0;0;0
Noviembre;8;Cadiz;Farmacia Álvarez Ruiz, Encarnación;'002279;1;1;0;0;0
Noviembre;8;Cadiz;Farmacia Pérez López, Sandra;'041558;3;3;0;0;0
Noviembre;8;Huelva;Farmacia Ronchel Garcia, Fulvia;'023171;2;0;2;0;0
Noviembre;8;Huelva;Farmacia Rite Duque CB;'022322;1;1;0;0;0
Noviembre;8;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;2;1;1;0;0
Noviembre;8;Cordoba;Farmacia Millán Gómez, Rafael;'005052;2;2;0;0;0
Noviembre;8;Cordoba;"Farmacia Casaño Salido, Rafael; Casaño de Cuevas, Rafael";'018156;2;2;0;0;0
Noviembre;8;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;3;1;2;0;0
Noviembre;8;Almeria;Farmacia Caparrós y Reina CB;'018823;1;0;1;0;0
Noviembre;8;Almeria;Farmacia Arenas Sánchez, Adela;'040764;2;0;2;0;0
Noviembre;8;Granada;Farmacia Roman Merchán CB;'022869;5;3;2;0;0
Noviembre;8;Granada;Farmacia V. y L. Bernier Villamor CB;'022964;5;1;4;0;0
Noviembre;8;Granada;Farmacia Garrido CB;'022978;1;0;1;0;0
Noviembre;8;Granada;Farmacia González López, Eladio;'022649;6;4;2;0;0
Noviembre;8;Granada;Farmacia Ballesteros de la Puerta, Aurelio;'022803;1;1;0;0;0
Noviembre;8;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;4;1;3;0;0
Noviembre;8;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;1;1;0;0;0
Noviembre;8;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;3;3;0;0;0
Noviembre;9;Cadiz;Farmacia Vázquez Reyes, Luis Beltran;'002198;5;5;0;0;0
Noviembre;9;Cadiz;Farmacia Marín Magán, Francisco José;'002421;5;5;0;0;0
Noviembre;9;Cadiz;Farmacia Agarrado Luna, José Antonio;'002192;1;1;0;0;0
Noviembre;9;Cadiz;Farmacia López Hurtado, Francisco Tomás;'002407;2;2;0;0;0
Noviembre;9;Cadiz;Farmacia Vacas Fernández, Manuel;'002351;3;2;1;0;0
Noviembre;9;Cadiz;Farmacia Ameneiro Busto, Enrique;'020777;2;2;0;0;0
Noviembre;9;Cadiz;Farmacia Pérez López, Sandra;'041558;1;1;0;0;0
Noviembre;9;Cadiz;Farmacia Cervilla Lozano, Ernesto;'002376;7;5;2;0;0
Noviembre;9;Cadiz;Farmacia Rodriguez Alario, Pedro;'019173;3;3;0;0;0
Noviembre;9;Sevilla;Farmacia Huerta Infantes CB;'019917;2;2;0;0;0
Noviembre;9;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;1;1;0;0;0
Noviembre;9;Sevilla;Farmacia Menayo Mena, Federico;'020270;1;1;0;0;0
Noviembre;9;Sevilla;Farmacia Sánchez Martín, Sandra María;'020020;9;6;3;0;0
Noviembre;9;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Noviembre;9;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;2;1;1;0;0
Noviembre;9;Sevilla;Farmacia La Botica Blanca CB;'020081;3;3;0;0;0
Noviembre;9;Sevilla;FARMACIA OJEDA CASARES;'020209;1;1;0;0;0
Noviembre;9;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;2;2;0;0;0
Noviembre;9;Sevilla;Farmacia Montoto Castrillón, Carmen;'020332;1;0;1;0;0
Noviembre;9;Sevilla;Farmacia Gómez Rubio CB;'020377;3;1;2;0;0
Noviembre;9;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;5;3;2;0;0
Noviembre;9;Sevilla;Farmacia Burgos 9 CB;'034243;7;4;3;0;0
Noviembre;9;Sevilla;Farmacia González Ruíz, Consuelo;'020281;1;1;0;0;0
Noviembre;9;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Noviembre;9;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Noviembre;9;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;8;2;6;0;0
Noviembre;9;Sevilla;Farmacia Bernabeu Bou, Rocío;'019976;5;2;3;0;0
Noviembre;9;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;3;1;2;0;0
Noviembre;9;Sevilla;Farmacia Campo de las Beatas CB;'020372;4;2;2;0;0
Noviembre;9;Sevilla;Farmacia Fernández Tamayo, Julia;'020203;1;1;0;0;0
Noviembre;9;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Noviembre;9;Sevilla;Farmacia Manuel Rider Pérez;'020476;6;0;6;0;0
Noviembre;9;Sevilla;Farmacia Martinez Sarmiento, Diego;'020463;1;1;0;0;0
Noviembre;9;Sevilla;Farmacia Durillo Guerrero, Bartolomé;'020207;2;2;0;0;0
Noviembre;9;Sevilla;Farmacia Murillo Delgado, Francisco;'019856;3;0;3;0;0
Noviembre;9;Sevilla;Farmacia Jaime Román Alvarado;'019811;2;2;0;0;0
Noviembre;9;Sevilla;Farmacia Santiago Labrador Freire;'020138;4;1;3;0;0
Noviembre;9;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;1;0;1;0;0
Noviembre;9;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;1;0;1;0;0
Noviembre;9;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Noviembre;9;Sevilla;Farmacia Aguilera Ibañez, Mª Luisa;'020321;1;1;0;0;0
Noviembre;9;Almeria;Farmacia Caparrós y Reina CB;'018823;2;2;0;0;0
Noviembre;9;Almeria;Farmacia Arenas Sánchez, Adela;'040764;1;1;0;0;0
Noviembre;9;Almeria;Farmacia Moya Garnica, Ramón;'019120;2;2;0;0;0
Noviembre;9;Granada;Farmacia Roman Merchán CB;'022869;5;0;5;0;0
Noviembre;9;Granada;Farmacia V. y L. Bernier Villamor CB;'022964;7;1;6;0;0
Noviembre;9;Granada;Farmacia González López, Eladio;'022649;3;1;2;0;0
Noviembre;9;Granada;Farmacia Ballesteros de la Puerta, Aurelio;'022803;1;1;0;0;0
Noviembre;9;Granada;Farmacia Garrido CB;'022978;1;0;1;0;0
Noviembre;9;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;6;3;3;0;0
Noviembre;9;Huelva;Farmacia Ronchel Garcia, Fulvia;'023171;1;1;0;0;0
Noviembre;9;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;1;1;0;0;0
Noviembre;9;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;2;1;1;0;0
Noviembre;9;Cordoba;Farmacia Millán Gómez, Rafael;'005052;2;2;0;0;0
Noviembre;10;Sevilla;Farmacia Cerezuela Rodríguez, Mª Reyes;'034219;3;2;1;0;0
Noviembre;10;Sevilla;Farmacia Cruz Joya, Carmen;'020472;3;2;1;0;0
Noviembre;10;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;2;1;1;0;0
Noviembre;10;Sevilla;Farmacia Fernández Tamayo, Julia;'020203;1;1;0;0;0
Noviembre;10;Sevilla;Farmacia Montoto Castrillón, Carmen;'020332;2;2;0;0;0
Noviembre;10;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;13;11;2;0;0
Noviembre;10;Sevilla;Farmacia Francisco Balsera Pérez;'020439;3;3;0;0;0
Noviembre;10;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;1;0;1;0;0
Noviembre;10;Sevilla;Farmacia Manuel Rider Pérez;'020476;8;5;3;0;0
Noviembre;10;Sevilla;Farmacia Murillo Delgado, Francisco;'019856;6;0;6;0;0
Noviembre;10;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;5;3;2;0;0
Noviembre;10;Sevilla;Farmacia González Ruíz, Consuelo;'020281;3;2;1;0;0
Noviembre;10;Sevilla;Farmacia Sánchez Martín, Sandra María;'020020;1;1;0;0;0
Noviembre;10;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Noviembre;10;Sevilla;Farmacia Martinez Sarmiento, Diego;'020463;3;3;0;0;0
Noviembre;10;Sevilla;Farmacia Gómez Rubio CB;'020377;6;2;4;0;0
Noviembre;10;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;1;1;0;0;0
Noviembre;10;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Noviembre;10;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;6;0;6;0;0
Noviembre;10;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;2;0;2;0;0
Noviembre;10;Sevilla;Farmacia Muñoz Muñoz, Nuria;'040412;2;2;0;0;0
Noviembre;10;Sevilla;Farmacia Carvajal CB;'020328;3;3;0;0;0
Noviembre;10;Sevilla;Farmacia Santa Aurelia CB;'019907;2;2;0;0;0
Noviembre;10;Sevilla;Farmacia Burgos 9 CB;'034243;9;3;6;0;0
